"UnionTerritories","Year","Quarter","District_Pincode","Registered_User"
"lakshadweep","2018","3","682557","131"
"lakshadweep","2018","3","682559","93"
"lakshadweep","2018","3","682552","86"
"lakshadweep","2018","3","682556","68"
"lakshadweep","2018","3","682554","22"
"lakshadweep","2018","3","682558","5"
"lakshadweep","2018","4","682555","429"
"lakshadweep","2018","4","682551","241"
"lakshadweep","2018","4","682557","148"
"lakshadweep","2018","4","682559","116"
"lakshadweep","2018","4","682552","110"
"lakshadweep","2018","4","682556","84"
"lakshadweep","2018","4","682554","23"
"lakshadweep","2018","4","682558","5"
"lakshadweep","2019","1","682555","549"
"lakshadweep","2019","1","682551","299"
"lakshadweep","2019","1","682557","166"
"lakshadweep","2019","1","682552","132"
"lakshadweep","2019","1","682559","129"
"lakshadweep","2019","1","682556","107"
"lakshadweep","2019","1","682554","29"
"lakshadweep","2019","1","682558","5"
"lakshadweep","2019","2","682555","685"
"lakshadweep","2019","2","682551","367"
"lakshadweep","2019","2","682557","201"
"lakshadweep","2019","2","682552","158"
"lakshadweep","2019","2","682559","155"
"lakshadweep","2019","2","682556","139"
"lakshadweep","2019","2","682554","35"
"lakshadweep","2019","2","682558","7"
"lakshadweep","2019","3","682555","813"
"lakshadweep","2019","3","682551","469"
"lakshadweep","2019","3","682557","243"
"lakshadweep","2019","3","682552","185"
"lakshadweep","2019","3","682559","176"
"lakshadweep","2019","3","682556","173"
"lakshadweep","2019","3","682554","51"
"lakshadweep","2019","3","682558","7"
"lakshadweep","2019","4","682555","923"
"lakshadweep","2019","4","682551","538"
"lakshadweep","2019","4","682557","279"
"lakshadweep","2019","4","682552","212"
"lakshadweep","2019","4","682559","195"
"lakshadweep","2019","4","682556","193"
"lakshadweep","2019","4","682554","77"
"lakshadweep","2019","4","682558","10"
"lakshadweep","2020","1","682555","1032"
"lakshadweep","2020","1","682551","633"
"lakshadweep","2020","1","682557","332"
"lakshadweep","2020","1","682552","248"
"lakshadweep","2020","1","682556","227"
"lakshadweep","2020","1","682559","200"
"lakshadweep","2020","1","682554","89"
"lakshadweep","2020","1","682558","11"
"lakshadweep","2020","2","682555","1178"
"lakshadweep","2020","2","682551","744"
"lakshadweep","2020","2","682557","376"
"lakshadweep","2020","2","682552","274"
"lakshadweep","2020","2","682556","271"
"lakshadweep","2020","2","682559","207"
"lakshadweep","2020","2","682554","121"
"lakshadweep","2020","2","682558","16"
"lakshadweep","2020","3","682555","1334"
"lakshadweep","2020","3","682551","866"
"lakshadweep","2020","3","682557","429"
"lakshadweep","2020","3","682552","323"
"lakshadweep","2020","3","682556","311"
"lakshadweep","2020","3","682559","220"
"lakshadweep","2020","3","682554","142"
"lakshadweep","2020","3","682558","19"
"lakshadweep","2020","4","682555","1530"
"lakshadweep","2020","4","682551","981"
"lakshadweep","2020","4","682557","480"
"lakshadweep","2020","4","682552","388"
"lakshadweep","2020","4","682556","354"
"lakshadweep","2020","4","682559","256"
"lakshadweep","2020","4","682554","168"
"lakshadweep","2020","4","682558","22"
"lakshadweep","2021","1","682555","1664"
"lakshadweep","2021","1","682551","1083"
"lakshadweep","2021","1","682557","524"
"lakshadweep","2021","1","682552","427"
"lakshadweep","2021","1","682556","396"
"lakshadweep","2021","1","682559","276"
"lakshadweep","2021","1","682554","181"
"lakshadweep","2021","1","682558","26"
"lakshadweep","2021","2","682555","1780"
"lakshadweep","2021","2","682551","1154"
"lakshadweep","2021","2","682557","559"
"lakshadweep","2021","2","682552","463"
"lakshadweep","2021","2","682556","424"
"lakshadweep","2021","2","682559","295"
"lakshadweep","2021","2","682554","194"
"lakshadweep","2021","2","682558","27"
"lakshadweep","2021","3","682555","1914"
"lakshadweep","2021","3","682551","1237"
"lakshadweep","2021","3","682557","607"
"lakshadweep","2021","3","682552","504"
"lakshadweep","2021","3","682556","461"
"lakshadweep","2021","3","682559","321"
"lakshadweep","2021","3","682554","212"
"lakshadweep","2021","3","682558","31"
"lakshadweep","2021","4","682555","2037"
"lakshadweep","2021","4","682551","1321"
"lakshadweep","2021","4","682557","654"
"lakshadweep","2021","4","682552","536"
"lakshadweep","2021","4","682556","486"
"lakshadweep","2021","4","682559","339"
"lakshadweep","2021","4","682554","233"
"lakshadweep","2021","4","682558","32"
"lakshadweep","2022","1","682555","2165"
"lakshadweep","2022","1","682551","1400"
"lakshadweep","2022","1","682557","692"
"lakshadweep","2022","1","682552","570"
"lakshadweep","2022","1","682556","519"
"lakshadweep","2022","1","682559","363"
"lakshadweep","2022","1","682554","246"
"lakshadweep","2022","1","682558","35"
"lakshadweep","2022","2","682555","2279"
"lakshadweep","2022","2","682551","1473"
"lakshadweep","2022","2","682557","732"
"lakshadweep","2022","2","682552","609"
"lakshadweep","2022","2","682556","558"
"lakshadweep","2022","2","682559","379"
"lakshadweep","2022","2","682554","261"
"lakshadweep","2022","2","682558","36"
"lakshadweep","2022","3","682555","2391"
"lakshadweep","2022","3","682551","1555"
"lakshadweep","2022","3","682557","766"
"lakshadweep","2022","3","682552","642"
"lakshadweep","2022","3","682556","592"
"lakshadweep","2022","3","682559","389"
"lakshadweep","2022","3","682554","273"
"lakshadweep","2022","3","682558","37"
"lakshadweep","2022","4","682555","2520"
"lakshadweep","2022","4","682551","1627"
"lakshadweep","2022","4","682557","797"
"lakshadweep","2022","4","682552","675"
"lakshadweep","2022","4","682556","609"
"lakshadweep","2022","4","682559","409"
"lakshadweep","2022","4","682554","285"
"lakshadweep","2022","4","682558","39"
"puducherry","2018","1","605110","5295"
"puducherry","2018","1","605008","4326"
"puducherry","2018","1","605107","3824"
"puducherry","2018","1","605004","3765"
"puducherry","2018","1","605009","3488"
"puducherry","2018","1","605011","2833"
"puducherry","2018","1","605013","2631"
"puducherry","2018","1","605001","2603"
"puducherry","2018","1","605010","2577"
"puducherry","2018","1","533464","2500"
"puducherry","2018","2","605110","6941"
"puducherry","2018","2","605008","5562"
"puducherry","2018","2","605107","5088"
"puducherry","2018","2","605004","4951"
"puducherry","2018","2","605009","4559"
"puducherry","2018","2","605011","3734"
"puducherry","2018","2","605010","3468"
"puducherry","2018","2","605001","3430"
"puducherry","2018","2","605013","3429"
"puducherry","2018","2","533464","3232"
"puducherry","2018","3","605110","8620"
"puducherry","2018","3","605008","6777"
"puducherry","2018","3","605107","6258"
"puducherry","2018","3","605004","6118"
"puducherry","2018","3","605009","5721"
"puducherry","2018","3","605011","4602"
"puducherry","2018","3","605001","4229"
"puducherry","2018","3","605010","4208"
"puducherry","2018","3","605013","4174"
"puducherry","2018","3","533464","3926"
"puducherry","2018","4","605110","11531"
"puducherry","2018","4","605008","9152"
"puducherry","2018","4","605107","8479"
"puducherry","2018","4","605004","8467"
"puducherry","2018","4","605009","7573"
"puducherry","2018","4","605011","6222"
"puducherry","2018","4","605010","5692"
"puducherry","2018","4","605013","5628"
"puducherry","2018","4","605001","5486"
"puducherry","2018","4","533464","4901"
"puducherry","2019","1","605110","14136"
"puducherry","2019","1","605008","11169"
"puducherry","2019","1","605107","10375"
"puducherry","2019","1","605004","10371"
"puducherry","2019","1","605009","9199"
"puducherry","2019","1","605011","7594"
"puducherry","2019","1","605013","6815"
"puducherry","2019","1","605010","6802"
"puducherry","2019","1","605001","6703"
"puducherry","2019","1","605007","6017"
"puducherry","2019","2","605110","16837"
"puducherry","2019","2","605008","13076"
"puducherry","2019","2","605004","12215"
"puducherry","2019","2","605107","12205"
"puducherry","2019","2","605009","10650"
"puducherry","2019","2","605011","9000"
"puducherry","2019","2","605001","8190"
"puducherry","2019","2","605013","7982"
"puducherry","2019","2","605010","7830"
"puducherry","2019","2","605007","7155"
"puducherry","2019","3","605110","19211"
"puducherry","2019","3","605008","14756"
"puducherry","2019","3","605107","13994"
"puducherry","2019","3","605004","13911"
"puducherry","2019","3","605009","11926"
"puducherry","2019","3","605011","10048"
"puducherry","2019","3","605001","9516"
"puducherry","2019","3","605013","9036"
"puducherry","2019","3","605010","8819"
"puducherry","2019","3","605007","8286"
"puducherry","2019","4","605110","22470"
"puducherry","2019","4","605008","16680"
"puducherry","2019","4","605107","16318"
"puducherry","2019","4","605004","15963"
"puducherry","2019","4","605009","13635"
"puducherry","2019","4","605011","11461"
"puducherry","2019","4","605001","10910"
"puducherry","2019","4","605013","10207"
"puducherry","2019","4","605010","10117"
"puducherry","2019","4","605007","9513"
"puducherry","2020","1","605110","25687"
"puducherry","2020","1","605008","18656"
"puducherry","2020","1","605107","18556"
"puducherry","2020","1","605004","18046"
"puducherry","2020","1","605009","15245"
"puducherry","2020","1","605011","12795"
"puducherry","2020","1","605001","12186"
"puducherry","2020","1","605013","11425"
"puducherry","2020","1","605010","11275"
"puducherry","2020","1","605007","10904"
"puducherry","2020","2","605110","28750"
"puducherry","2020","2","605107","20938"
"puducherry","2020","2","605008","20563"
"puducherry","2020","2","605004","20030"
"puducherry","2020","2","605009","16663"
"puducherry","2020","2","605011","13873"
"puducherry","2020","2","605001","12977"
"puducherry","2020","2","605013","12367"
"puducherry","2020","2","605010","12294"
"puducherry","2020","2","605007","12240"
"puducherry","2020","3","605110","32402"
"puducherry","2020","3","605107","23636"
"puducherry","2020","3","605008","22798"
"puducherry","2020","3","605004","22436"
"puducherry","2020","3","605009","18479"
"puducherry","2020","3","605011","15322"
"puducherry","2020","3","605001","14054"
"puducherry","2020","3","605007","13851"
"puducherry","2020","3","605010","13587"
"puducherry","2020","3","605013","13559"
"puducherry","2020","4","605110","36516"
"puducherry","2020","4","605107","26885"
"puducherry","2020","4","605008","25225"
"puducherry","2020","4","605004","24940"
"puducherry","2020","4","605009","20600"
"puducherry","2020","4","605011","17122"
"puducherry","2020","4","605007","15539"
"puducherry","2020","4","605001","15397"
"puducherry","2020","4","605010","15198"
"puducherry","2020","4","605013","15108"
"puducherry","2021","1","605110","39705"
"puducherry","2021","1","605107","29175"
"puducherry","2021","1","605008","27263"
"puducherry","2021","1","605004","27010"
"puducherry","2021","1","605009","22267"
"puducherry","2021","1","605011","18462"
"puducherry","2021","1","605007","16918"
"puducherry","2021","1","605001","16548"
"puducherry","2021","1","605010","16417"
"puducherry","2021","1","605013","16376"
"puducherry","2021","2","605110","42482"
"puducherry","2021","2","605107","31257"
"puducherry","2021","2","605008","29084"
"puducherry","2021","2","605004","28831"
"puducherry","2021","2","605009","23778"
"puducherry","2021","2","605011","19690"
"puducherry","2021","2","605007","18079"
"puducherry","2021","2","605001","17658"
"puducherry","2021","2","605010","17498"
"puducherry","2021","2","605013","17467"
"puducherry","2021","3","605110","45619"
"puducherry","2021","3","605107","33660"
"puducherry","2021","3","605008","31097"
"puducherry","2021","3","605004","30853"
"puducherry","2021","3","605009","25458"
"puducherry","2021","3","605011","21041"
"puducherry","2021","3","605007","19440"
"puducherry","2021","3","605001","18888"
"puducherry","2021","3","605010","18753"
"puducherry","2021","3","605013","18675"
"puducherry","2021","4","605110","48727"
"puducherry","2021","4","605107","35995"
"puducherry","2021","4","605008","33154"
"puducherry","2021","4","605004","32915"
"puducherry","2021","4","605009","27171"
"puducherry","2021","4","605011","22408"
"puducherry","2021","4","605007","20753"
"puducherry","2021","4","605001","20108"
"puducherry","2021","4","605010","19971"
"puducherry","2021","4","605013","19909"
"puducherry","2022","1","605110","51639"
"puducherry","2022","1","605107","38173"
"puducherry","2022","1","605008","35063"
"puducherry","2022","1","605004","34846"
"puducherry","2022","1","605009","28729"
"puducherry","2022","1","605011","23684"
"puducherry","2022","1","605007","22006"
"puducherry","2022","1","605001","21245"
"puducherry","2022","1","605010","21139"
"puducherry","2022","1","605013","21038"
"puducherry","2022","2","605110","54423"
"puducherry","2022","2","605107","40308"
"puducherry","2022","2","605008","36856"
"puducherry","2022","2","605004","36618"
"puducherry","2022","2","605009","30254"
"puducherry","2022","2","605011","24910"
"puducherry","2022","2","605007","23152"
"puducherry","2022","2","605001","22300"
"puducherry","2022","2","605010","22248"
"puducherry","2022","2","605013","22133"
"puducherry","2022","3","605110","57334"
"puducherry","2022","3","605107","42562"
"puducherry","2022","3","605008","38768"
"puducherry","2022","3","605004","38540"
"puducherry","2022","3","605009","31818"
"puducherry","2022","3","605011","26199"
"puducherry","2022","3","605007","24425"
"puducherry","2022","3","605001","23444"
"puducherry","2022","3","605010","23414"
"puducherry","2022","3","605013","23272"
"puducherry","2022","4","605110","60161"
"puducherry","2022","4","605107","44713"
"puducherry","2022","4","605008","40658"
"puducherry","2022","4","605004","40383"
"puducherry","2022","4","605009","33355"
"puducherry","2022","4","605011","27461"
"puducherry","2022","4","605007","25628"
"puducherry","2022","4","605001","24593"
"puducherry","2022","4","605010","24548"
"puducherry","2022","4","605013","24424"
"andaman-&-nicobar-islands","2018","1","744103","1608"
"andaman-&-nicobar-islands","2018","1","744101","1108"
"andaman-&-nicobar-islands","2018","1","744105","1075"
"andaman-&-nicobar-islands","2018","1","744102","1006"
"andaman-&-nicobar-islands","2018","1","744104","272"
"andaman-&-nicobar-islands","2018","1","744202","237"
"andaman-&-nicobar-islands","2018","1","744112","215"
"andaman-&-nicobar-islands","2018","1","744301","207"
"andaman-&-nicobar-islands","2018","1","744107","196"
"andaman-&-nicobar-islands","2018","1","744211","156"
"andaman-&-nicobar-islands","2018","2","744103","2188"
"andaman-&-nicobar-islands","2018","2","744101","1521"
"andaman-&-nicobar-islands","2018","2","744105","1492"
"andaman-&-nicobar-islands","2018","2","744102","1419"
"andaman-&-nicobar-islands","2018","2","744104","396"
"andaman-&-nicobar-islands","2018","2","744202","343"
"andaman-&-nicobar-islands","2018","2","744112","299"
"andaman-&-nicobar-islands","2018","2","744107","293"
"andaman-&-nicobar-islands","2018","2","744301","273"
"andaman-&-nicobar-islands","2018","2","744211","240"
"andaman-&-nicobar-islands","2018","3","744103","2741"
"andaman-&-nicobar-islands","2018","3","744101","1978"
"andaman-&-nicobar-islands","2018","3","744105","1935"
"andaman-&-nicobar-islands","2018","3","744102","1803"
"andaman-&-nicobar-islands","2018","3","744104","507"
"andaman-&-nicobar-islands","2018","3","744202","446"
"andaman-&-nicobar-islands","2018","3","744112","388"
"andaman-&-nicobar-islands","2018","3","744107","384"
"andaman-&-nicobar-islands","2018","3","744301","372"
"andaman-&-nicobar-islands","2018","3","744211","327"
"andaman-&-nicobar-islands","2018","4","744103","3373"
"andaman-&-nicobar-islands","2018","4","744101","2498"
"andaman-&-nicobar-islands","2018","4","744105","2416"
"andaman-&-nicobar-islands","2018","4","744102","2231"
"andaman-&-nicobar-islands","2018","4","744104","634"
"andaman-&-nicobar-islands","2018","4","744202","554"
"andaman-&-nicobar-islands","2018","4","744107","548"
"andaman-&-nicobar-islands","2018","4","744112","496"
"andaman-&-nicobar-islands","2018","4","744211","433"
"andaman-&-nicobar-islands","2018","4","744301","425"
"andaman-&-nicobar-islands","2019","1","744103","4136"
"andaman-&-nicobar-islands","2019","1","744101","3030"
"andaman-&-nicobar-islands","2019","1","744105","2994"
"andaman-&-nicobar-islands","2019","1","744102","2667"
"andaman-&-nicobar-islands","2019","1","744104","756"
"andaman-&-nicobar-islands","2019","1","744202","753"
"andaman-&-nicobar-islands","2019","1","744107","667"
"andaman-&-nicobar-islands","2019","1","744112","585"
"andaman-&-nicobar-islands","2019","1","744211","524"
"andaman-&-nicobar-islands","2019","1","744301","488"
"andaman-&-nicobar-islands","2019","2","744103","4748"
"andaman-&-nicobar-islands","2019","2","744101","3631"
"andaman-&-nicobar-islands","2019","2","744105","3547"
"andaman-&-nicobar-islands","2019","2","744102","3008"
"andaman-&-nicobar-islands","2019","2","744202","885"
"andaman-&-nicobar-islands","2019","2","744104","878"
"andaman-&-nicobar-islands","2019","2","744107","787"
"andaman-&-nicobar-islands","2019","2","744112","672"
"andaman-&-nicobar-islands","2019","2","744211","633"
"andaman-&-nicobar-islands","2019","2","744301","534"
"andaman-&-nicobar-islands","2019","3","744103","5218"
"andaman-&-nicobar-islands","2019","3","744101","4026"
"andaman-&-nicobar-islands","2019","3","744105","3920"
"andaman-&-nicobar-islands","2019","3","744102","3250"
"andaman-&-nicobar-islands","2019","3","744202","982"
"andaman-&-nicobar-islands","2019","3","744104","975"
"andaman-&-nicobar-islands","2019","3","744107","885"
"andaman-&-nicobar-islands","2019","3","744112","765"
"andaman-&-nicobar-islands","2019","3","744211","701"
"andaman-&-nicobar-islands","2019","3","744301","575"
"andaman-&-nicobar-islands","2019","4","744103","5637"
"andaman-&-nicobar-islands","2019","4","744101","4321"
"andaman-&-nicobar-islands","2019","4","744105","4277"
"andaman-&-nicobar-islands","2019","4","744102","3485"
"andaman-&-nicobar-islands","2019","4","744202","1087"
"andaman-&-nicobar-islands","2019","4","744104","1062"
"andaman-&-nicobar-islands","2019","4","744107","953"
"andaman-&-nicobar-islands","2019","4","744112","812"
"andaman-&-nicobar-islands","2019","4","744211","783"
"andaman-&-nicobar-islands","2019","4","744301","611"
"andaman-&-nicobar-islands","2020","1","744103","6108"
"andaman-&-nicobar-islands","2020","1","744101","4689"
"andaman-&-nicobar-islands","2020","1","744105","4684"
"andaman-&-nicobar-islands","2020","1","744102","3727"
"andaman-&-nicobar-islands","2020","1","744202","1216"
"andaman-&-nicobar-islands","2020","1","744104","1154"
"andaman-&-nicobar-islands","2020","1","744107","1062"
"andaman-&-nicobar-islands","2020","1","744112","889"
"andaman-&-nicobar-islands","2020","1","744211","886"
"andaman-&-nicobar-islands","2020","1","744301","669"
"andaman-&-nicobar-islands","2020","2","744103","6804"
"andaman-&-nicobar-islands","2020","2","744105","5479"
"andaman-&-nicobar-islands","2020","2","744101","5365"
"andaman-&-nicobar-islands","2020","2","744102","4066"
"andaman-&-nicobar-islands","2020","2","744202","1475"
"andaman-&-nicobar-islands","2020","2","744104","1333"
"andaman-&-nicobar-islands","2020","2","744107","1252"
"andaman-&-nicobar-islands","2020","2","744112","1039"
"andaman-&-nicobar-islands","2020","2","744211","1036"
"andaman-&-nicobar-islands","2020","2","744205","806"
"andaman-&-nicobar-islands","2020","3","744103","8318"
"andaman-&-nicobar-islands","2020","3","744105","7007"
"andaman-&-nicobar-islands","2020","3","744101","6881"
"andaman-&-nicobar-islands","2020","3","744102","4919"
"andaman-&-nicobar-islands","2020","3","744202","1965"
"andaman-&-nicobar-islands","2020","3","744104","1718"
"andaman-&-nicobar-islands","2020","3","744107","1710"
"andaman-&-nicobar-islands","2020","3","744112","1372"
"andaman-&-nicobar-islands","2020","3","744211","1279"
"andaman-&-nicobar-islands","2020","3","744205","1008"
"andaman-&-nicobar-islands","2020","4","744103","10408"
"andaman-&-nicobar-islands","2020","4","744105","8962"
"andaman-&-nicobar-islands","2020","4","744101","8593"
"andaman-&-nicobar-islands","2020","4","744102","5882"
"andaman-&-nicobar-islands","2020","4","744202","2711"
"andaman-&-nicobar-islands","2020","4","744107","2346"
"andaman-&-nicobar-islands","2020","4","744104","2167"
"andaman-&-nicobar-islands","2020","4","744112","1761"
"andaman-&-nicobar-islands","2020","4","744211","1579"
"andaman-&-nicobar-islands","2020","4","744205","1346"
"andaman-&-nicobar-islands","2021","1","744103","11416"
"andaman-&-nicobar-islands","2021","1","744105","9934"
"andaman-&-nicobar-islands","2021","1","744101","9457"
"andaman-&-nicobar-islands","2021","1","744102","6395"
"andaman-&-nicobar-islands","2021","1","744202","3005"
"andaman-&-nicobar-islands","2021","1","744107","2586"
"andaman-&-nicobar-islands","2021","1","744104","2383"
"andaman-&-nicobar-islands","2021","1","744112","1940"
"andaman-&-nicobar-islands","2021","1","744211","1774"
"andaman-&-nicobar-islands","2021","1","744205","1505"
"andaman-&-nicobar-islands","2021","2","744103","12268"
"andaman-&-nicobar-islands","2021","2","744105","10668"
"andaman-&-nicobar-islands","2021","2","744101","10120"
"andaman-&-nicobar-islands","2021","2","744102","6837"
"andaman-&-nicobar-islands","2021","2","744202","3261"
"andaman-&-nicobar-islands","2021","2","744107","2783"
"andaman-&-nicobar-islands","2021","2","744104","2573"
"andaman-&-nicobar-islands","2021","2","744112","2083"
"andaman-&-nicobar-islands","2021","2","744211","1904"
"andaman-&-nicobar-islands","2021","2","744205","1626"
"andaman-&-nicobar-islands","2021","3","744103","13198"
"andaman-&-nicobar-islands","2021","3","744105","11480"
"andaman-&-nicobar-islands","2021","3","744101","10866"
"andaman-&-nicobar-islands","2021","3","744102","7313"
"andaman-&-nicobar-islands","2021","3","744202","3543"
"andaman-&-nicobar-islands","2021","3","744107","3027"
"andaman-&-nicobar-islands","2021","3","744104","2777"
"andaman-&-nicobar-islands","2021","3","744112","2250"
"andaman-&-nicobar-islands","2021","3","744211","2055"
"andaman-&-nicobar-islands","2021","3","744205","1771"
"andaman-&-nicobar-islands","2021","4","744103","14127"
"andaman-&-nicobar-islands","2021","4","744105","12300"
"andaman-&-nicobar-islands","2021","4","744101","11623"
"andaman-&-nicobar-islands","2021","4","744102","7813"
"andaman-&-nicobar-islands","2021","4","744202","3815"
"andaman-&-nicobar-islands","2021","4","744107","3247"
"andaman-&-nicobar-islands","2021","4","744104","2962"
"andaman-&-nicobar-islands","2021","4","744112","2411"
"andaman-&-nicobar-islands","2021","4","744211","2200"
"andaman-&-nicobar-islands","2021","4","744205","1902"
"andaman-&-nicobar-islands","2022","1","744103","15011"
"andaman-&-nicobar-islands","2022","1","744105","13070"
"andaman-&-nicobar-islands","2022","1","744101","12300"
"andaman-&-nicobar-islands","2022","1","744102","8271"
"andaman-&-nicobar-islands","2022","1","744202","4107"
"andaman-&-nicobar-islands","2022","1","744107","3455"
"andaman-&-nicobar-islands","2022","1","744104","3146"
"andaman-&-nicobar-islands","2022","1","744112","2552"
"andaman-&-nicobar-islands","2022","1","744211","2344"
"andaman-&-nicobar-islands","2022","1","744205","2034"
"andaman-&-nicobar-islands","2022","2","744103","15799"
"andaman-&-nicobar-islands","2022","2","744105","13791"
"andaman-&-nicobar-islands","2022","2","744101","12947"
"andaman-&-nicobar-islands","2022","2","744102","8709"
"andaman-&-nicobar-islands","2022","2","744202","4361"
"andaman-&-nicobar-islands","2022","2","744107","3674"
"andaman-&-nicobar-islands","2022","2","744104","3319"
"andaman-&-nicobar-islands","2022","2","744112","2700"
"andaman-&-nicobar-islands","2022","2","744211","2471"
"andaman-&-nicobar-islands","2022","2","744205","2162"
"andaman-&-nicobar-islands","2022","3","744103","16666"
"andaman-&-nicobar-islands","2022","3","744105","14503"
"andaman-&-nicobar-islands","2022","3","744101","13649"
"andaman-&-nicobar-islands","2022","3","744102","9148"
"andaman-&-nicobar-islands","2022","3","744202","4572"
"andaman-&-nicobar-islands","2022","3","744107","3868"
"andaman-&-nicobar-islands","2022","3","744104","3493"
"andaman-&-nicobar-islands","2022","3","744112","2837"
"andaman-&-nicobar-islands","2022","3","744211","2577"
"andaman-&-nicobar-islands","2022","3","744205","2268"
"andaman-&-nicobar-islands","2022","4","744103","17406"
"andaman-&-nicobar-islands","2022","4","744105","15185"
"andaman-&-nicobar-islands","2022","4","744101","14337"
"andaman-&-nicobar-islands","2022","4","744102","9591"
"andaman-&-nicobar-islands","2022","4","744202","4760"
"andaman-&-nicobar-islands","2022","4","744107","4051"
"andaman-&-nicobar-islands","2022","4","744104","3647"
"andaman-&-nicobar-islands","2022","4","744112","2975"
"andaman-&-nicobar-islands","2022","4","744211","2679"
"andaman-&-nicobar-islands","2022","4","744205","2358"
"chandigarh","2018","1","160101","11805"
"chandigarh","2018","1","160002","10228"
"chandigarh","2018","1","160036","9118"
"chandigarh","2018","1","160047","8701"
"chandigarh","2018","1","160022","7205"
"chandigarh","2018","1","160014","5082"
"chandigarh","2018","1","160015","3791"
"chandigarh","2018","1","160030","3568"
"chandigarh","2018","1","160019","3384"
"chandigarh","2018","1","160020","3161"
"chandigarh","2018","2","160101","15846"
"chandigarh","2018","2","160002","13532"
"chandigarh","2018","2","160036","12172"
"chandigarh","2018","2","160047","11636"
"chandigarh","2018","2","160022","9558"
"chandigarh","2018","2","160014","7019"
"chandigarh","2018","2","160015","4883"
"chandigarh","2018","2","160030","4840"
"chandigarh","2018","2","160019","4407"
"chandigarh","2018","2","160020","4165"
"chandigarh","2018","3","160101","19810"
"chandigarh","2018","3","160002","16929"
"chandigarh","2018","3","160036","15103"
"chandigarh","2018","3","160047","14492"
"chandigarh","2018","3","160022","11963"
"chandigarh","2018","3","160014","8884"
"chandigarh","2018","3","160015","6087"
"chandigarh","2018","3","160030","5895"
"chandigarh","2018","3","160019","5610"
"chandigarh","2018","3","160020","5211"
"chandigarh","2018","4","160101","24670"
"chandigarh","2018","4","160002","21350"
"chandigarh","2018","4","160036","18721"
"chandigarh","2018","4","160047","17732"
"chandigarh","2018","4","160022","14640"
"chandigarh","2018","4","160014","11285"
"chandigarh","2018","4","160015","7435"
"chandigarh","2018","4","160030","7194"
"chandigarh","2018","4","160019","6759"
"chandigarh","2018","4","160020","6374"
"chandigarh","2019","1","160101","29177"
"chandigarh","2019","1","160002","25286"
"chandigarh","2019","1","160036","22093"
"chandigarh","2019","1","160047","20696"
"chandigarh","2019","1","160022","17171"
"chandigarh","2019","1","160014","13548"
"chandigarh","2019","1","160015","8582"
"chandigarh","2019","1","160030","8239"
"chandigarh","2019","1","160019","7885"
"chandigarh","2019","1","160020","7361"
"chandigarh","2019","2","160101","33226"
"chandigarh","2019","2","160002","28840"
"chandigarh","2019","2","160036","25318"
"chandigarh","2019","2","160047","23915"
"chandigarh","2019","2","160022","19707"
"chandigarh","2019","2","160014","15583"
"chandigarh","2019","2","160015","9647"
"chandigarh","2019","2","160030","9337"
"chandigarh","2019","2","160011","8964"
"chandigarh","2019","2","160019","8898"
"chandigarh","2019","3","160101","36777"
"chandigarh","2019","3","160002","31994"
"chandigarh","2019","3","160036","28167"
"chandigarh","2019","3","160047","26498"
"chandigarh","2019","3","160022","21892"
"chandigarh","2019","3","160014","17435"
"chandigarh","2019","3","160011","10735"
"chandigarh","2019","3","160015","10628"
"chandigarh","2019","3","160030","10239"
"chandigarh","2019","3","160019","9821"
"chandigarh","2019","4","160101","39986"
"chandigarh","2019","4","160002","34899"
"chandigarh","2019","4","160036","30449"
"chandigarh","2019","4","160047","28715"
"chandigarh","2019","4","160022","23574"
"chandigarh","2019","4","160014","19040"
"chandigarh","2019","4","160011","11692"
"chandigarh","2019","4","160015","11476"
"chandigarh","2019","4","160030","10959"
"chandigarh","2019","4","160019","10540"
"chandigarh","2020","1","160101","43456"
"chandigarh","2020","1","160002","37722"
"chandigarh","2020","1","160036","33042"
"chandigarh","2020","1","160047","31101"
"chandigarh","2020","1","160022","25119"
"chandigarh","2020","1","160014","21073"
"chandigarh","2020","1","160011","12511"
"chandigarh","2020","1","160015","12196"
"chandigarh","2020","1","160030","11732"
"chandigarh","2020","1","160019","11241"
"chandigarh","2020","2","160101","47100"
"chandigarh","2020","2","160002","40795"
"chandigarh","2020","2","160036","35489"
"chandigarh","2020","2","160047","33566"
"chandigarh","2020","2","160022","26409"
"chandigarh","2020","2","160014","23291"
"chandigarh","2020","2","160011","13058"
"chandigarh","2020","2","160015","12817"
"chandigarh","2020","2","160030","12456"
"chandigarh","2020","2","160019","11973"
"chandigarh","2020","3","160101","50901"
"chandigarh","2020","3","160002","44149"
"chandigarh","2020","3","160036","38339"
"chandigarh","2020","3","160047","36323"
"chandigarh","2020","3","160022","28178"
"chandigarh","2020","3","160014","25601"
"chandigarh","2020","3","160015","13598"
"chandigarh","2020","3","160011","13532"
"chandigarh","2020","3","160030","13346"
"chandigarh","2020","3","160019","12815"
"chandigarh","2020","4","160101","55221"
"chandigarh","2020","4","160002","47806"
"chandigarh","2020","4","160036","41473"
"chandigarh","2020","4","160047","39470"
"chandigarh","2020","4","160022","30329"
"chandigarh","2020","4","160014","27809"
"chandigarh","2020","4","160015","14608"
"chandigarh","2020","4","160030","14336"
"chandigarh","2020","4","160011","14092"
"chandigarh","2020","4","160019","13806"
"chandigarh","2021","1","160101","59366"
